precision@1,precision@5,precision@10,precision@20,precision@30,recall@1,recall@5,recall@10,recall@20,recall@30
1.0,1.0,1.0,0.6,1.0,0.3,0.9,0.35,0.7,0.26666666666666666,0.016666666666666666,0.03333333333333333,0.08333333333333333,0.1,0.16666666666666666,0.1,0.3,0.23333333333333334,0.35,0.26666666666666666
1.0,1.0,0.6,0.4,0.3,0.2,0.25,0.15,0.16666666666666666,0.1,0.016666666666666666,0.03333333333333333,0.05,0.06666666666666667,0.05,0.06666666666666667,0.08333333333333333,0.1,0.08333333333333333,0.1
1.0,1.0,1.0,0.6,0.9,0.3,0.95,0.35,0.9666666666666667,0.43333333333333335,0.016666666666666666,0.03333333333333333,0.08333333333333333,0.1,0.15,0.1,0.31666666666666665,0.23333333333333334,0.48333333333333334,0.43333333333333335
1.0,1.0,0.8,0.2,0.9,0.2,0.7,0.2,0.6333333333333333,0.2,0.02040816326530612,0.05263157894736842,0.08163265306122448,0.05263157894736842,0.1836734693877551,0.10526315789473684,0.2857142857142857,0.21052631578947367,0.3877551020408163,0.3157894736842105
1.0,1.0,0.4,0.4,0.6,0.5,0.4,0.35,0.26666666666666666,0.23333333333333334,0.018867924528301886,0.043478260869565216,0.03773584905660377,0.08695652173913043,0.11320754716981132,0.21739130434782608,0.1509433962264151,0.30434782608695654,0.1509433962264151,0.30434782608695654
1.0,1.0,1.0,0.4,1.0,0.4,1.0,0.4,1.0,0.43333333333333335,0.017241379310344827,0.03571428571428571,0.08620689655172414,0.07142857142857142,0.1724137931034483,0.14285714285714285,0.3448275862068966,0.2857142857142857,0.5172413793103449,0.4642857142857143
1.0,1.0,0.8,0.4,0.6,0.3,0.55,0.25,0.6,0.3,0.016666666666666666,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.1,0.1,0.18333333333333332,0.16666666666666666,0.3,0.3
1.0,1.0,0.4,0.2,0.2,0.1,0.1,0.05,0.06666666666666667,0.03333333333333333,0.01694915254237288,0.03333333333333333,0.03389830508474576,0.03333333333333333,0.03389830508474576,0.03333333333333333,0.03389830508474576,0.03333333333333333,0.03389830508474576,0.03333333333333333
1.0,1.0,0.2,0.2,0.5,0.4,0.3,0.2,0.2,0.13333333333333333,0.016666666666666666,0.03333333333333333,0.016666666666666666,0.03333333333333333,0.08333333333333333,0.13333333333333333,0.1,0.13333333333333333,0.1,0.13333333333333333
1.0,1.0,1.0,0.6,0.9,0.4,0.65,0.25,0.4666666666666667,0.2,0.020833333333333332,0.05555555555555555,0.10416666666666667,0.16666666666666666,0.1875,0.2222222222222222,0.2708333333333333,0.2777777777777778,0.2916666666666667,0.3333333333333333
1.0,1.0,0.8,0.6,0.8,0.4,0.6,0.35,0.5666666666666667,0.3,0.016666666666666666,0.03333333333333333,0.06666666666666667,0.1,0.13333333333333333,0.13333333333333333,0.2,0.23333333333333334,0.2833333333333333,0.3
1.0,1.0,1.0,0.8,1.0,0.6,1.0,0.6,1.0,0.4666666666666667,0.016666666666666666,0.03333333333333333,0.08333333333333333,0.13333333333333333,0.16666666666666666,0.2,0.3333333333333333,0.4,0.5,0.4666666666666667
1.0,1.0,0.6,0.6,0.6,0.4,0.4,0.2,0.4,0.2,0.016666666666666666,0.03333333333333333,0.05,0.1,0.1,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.2,0.2
1.0,1.0,0.6,0.4,0.4,0.2,0.3,0.15,0.3,0.1,0.01694915254237288,0.034482758620689655,0.05084745762711865,0.06896551724137931,0.06779661016949153,0.06896551724137931,0.1016949152542373,0.10344827586206896,0.15254237288135594,0.10344827586206896
